Hotel ID,Location Sentiment
ALPHL082,N/A
ALPHL181,N/A
BWPHL133,N/A
BWPHL121,N/A
BWPHL066,N/A
BWPHL094,N/A
BWPHL080,N/A
BWPHL046,N/A
BWPHL061,N/A
CIPHL094,N/A
CIPHL096,N/A
CIPHL124,N/A
CIPHL153,N/A
CIPHL366,N/A
